refix,multifix,urevent,tonset,dur_added,rank,stposrel,stposabs,n,x,y,istarget,isdistractor,distractor_cat,ditractor_atr,trial_targetseen,trial_correct,trial_cat,trial_resp,trial_atr,trial_type,trial_cattype,trial_number,trial_subject,trial_bgn_latency,NTO_NTF
0,0,24064,0.357421875,0.189453125,2.0,7,30,2,848.920776367188,317.89306640625,0,1,objects,small,1,1,objects,P,small,VS,O,107,E03,445.318359375,1
0,1,24066,0.701171875,0.189453125,3.0,9,56,4,1169.89147949219,207.547302246094,0,1,faces,female,1,1,objects,P,small,VS,O,107,E03,445.318359375,0
0,0,24067,0.951171875,0.185546875,4.0,8,48,5,1091.40759277344,376.471466064453,0,1,objects,big,1,1,objects,P,small,VS,O,107,E03,445.318359375,1
0,0,24068,1.19921875,0.1640625,5.0,11,59,6,1192.16857910156,583.135070800781,0,1,objects,small,1,1,objects,P,small,VS,O,107,E03,445.318359375,1
0,0,24069,1.396484375,0.12109375,6.0,12,60,7,1169.70971679688,654.523376464844,0,1,objects,big,1,1,objects,P,small,VS,O,107,E03,445.318359375,1
0,0,24071,1.880859375,0.23828125,8.0,5,17,9,698.629516601562,856.525939941406,0,1,faces,male,1,1,objects,P,small,VS,O,107,E03,445.318359375,0
0,1,24075,3.6953125,0.13671875,10.0,3,13,13,696.174743652344,486.203277587891,0,1,faces,male,1,1,objects,P,small,VS,O,107,E03,445.318359375,0
1,0,24093,0.208984375,0.201171875,1.0,10,41,1,961.461669921875,525.680358886719,0,1,faces,female,0,0,faces,P,male,VS,F,108,E03,449.517578125,0
0,0,24095,0.603515625,0.21484375,2.0,6,31,3,847.139465332031,421.301513671875,0,1,faces,male,0,0,faces,P,male,VS,F,108,E03,449.517578125,0
0,1,24096,0.89453125,0.1015625,3.0,2,10,4,620.274536132812,141.422286987305,0,1,faces,male,0,0,faces,P,male,VS,F,108,E03,449.517578125,0
0,0,24098,1.2421875,0.189453125,4.0,1,2,6,549.012145996094,230.012985229492,0,1,faces,female,0,0,faces,P,male,VS,F,108,E03,449.517578125,0
0,0,24099,1.498046875,0.166015625,5.0,8,35,7,892.38720703125,799.025024414062,0,1,objects,big,0,0,faces,P,male,VS,F,108,E03,449.517578125,1
0,0,24100,1.69140625,0.484375,6.0,11,44,8,966.505859375,836.532531738281,0,1,faces,female,0,0,faces,P,male,VS,F,108,E03,449.517578125,0
0,1,24101,2.244140625,0.150390625,7.0,13,70,9,1267.29919433594,751.942504882812,0,1,faces,female,0,0,faces,P,male,VS,F,108,E03,449.517578125,0
0,1,24104,2.677734375,0.240234375,8.0,15,81,12,1362.55334472656,926.139465332031,0,1,faces,male,0,0,faces,P,male,VS,F,108,E03,449.517578125,0
0,1,24106,3.119140625,0.158203125,9.0,14,75,14,1363.46020507812,339.479461669922,0,1,faces,female,0,0,faces,P,male,VS,F,108,E03,449.517578125,0
2,0,24108,3.53125,0.125,11.0,10,41,16,951.124450683594,554.311767578125,0,1,faces,female,0,0,faces,P,male,VS,F,108,E03,449.517578125,0
0,1,24109,3.72265625,0.109375,12.0,3,16,17,690.005004882812,719.086486816406,0,1,objects,small,0,0,faces,P,male,VS,F,108,E03,449.517578125,1
0,0,24126,0.216796875,0.150390625,1.0,8,41,1,948.570739746094,505.074829101562,0,1,objects,big,0,0,faces,A,male,VS,I,109,E03,453.716796875,1
0,1,24127,0.439453125,0.1328125,2.0,4,19,2,796.27783203125,155.787994384766,0,1,faces,male,0,0,faces,A,male,VS,I,109,E03,453.716796875,0
0,0,24132,1.177734375,0.1640625,3.0,13,65,7,1225.67163085938,278.980224609375,0,1,faces,male,0,0,faces,A,male,VS,I,109,E03,453.716796875,0
0,0,24133,1.38671875,0.138671875,4.0,14,66,8,1258.96325683594,349.689636230469,0,1,faces,female,0,0,faces,A,male,VS,I,109,E03,453.716796875,0
1,1,24134,1.560546875,0.19140625,5.0,15,67,9,1260.97387695312,420.809478759766,0,1,faces,female,0,0,faces,A,male,VS,I,109,E03,453.716796875,0
0,1,24136,2.255859375,0.1015625,6.0,2,14,11,658.972717285156,523.357788085938,0,1,faces,male,0,0,faces,A,male,VS,I,109,E03,453.716796875,0
0,1,24138,2.58984375,0.12890625,7.0,3,15,13,658.1650390625,684.409118652344,0,1,faces,female,0,0,faces,A,male,VS,I,109,E03,453.716796875,0
0,0,24140,2.8984375,0.20703125,8.0,7,34,15,864.486022949219,739.77099609375,0,1,faces,male,0,0,faces,A,male,VS,I,109,E03,453.716796875,0
0,1,24141,3.1640625,0.126953125,9.0,12,54,16,1030.283203125,950.884948730469,0,1,faces,female,0,0,faces,A,male,VS,I,109,E03,453.716796875,0
0,1,24143,3.490234375,0.1328125,10.0,9,42,18,992.691162109375,662.64013671875,0,1,faces,male,0,0,faces,A,male,VS,I,109,E03,453.716796875,0
2,0,24145,3.81640625,0.865234375,11.0,15,67,20,1259.21337890625,443.986724853516,0,1,faces,female,0,0,faces,A,male,VS,I,109,E03,453.716796875,0
1,0,24179,0.650390625,0.248046875,2.0,11,42,3,963.382202148438,649.624877929688,0,1,faces,male,1,1,faces,P,female,VS,I,111,E03,462.115234375,0
0,0,24181,1.64453125,0.234375,4.0,7,34,5,861.252563476562,725.324829101562,0,1,faces,female,1,1,faces,P,female,VS,I,111,E03,462.115234375,0
0,1,24182,1.94921875,0.150390625,5.0,9,39,6,944.411315917969,347.421539306641,0,1,faces,female,1,1,faces,P,female,VS,I,111,E03,462.115234375,0
0,0,24184,2.216796875,0.361328125,6.0,8,38,8,962.611572265625,234.128753662109,0,1,faces,female,1,1,faces,P,female,VS,I,111,E03,462.115234375,0
0,0,24185,2.638671875,0.23828125,7.0,2,15,9,682.687133789062,667.346313476562,0,1,objects,big,1,1,faces,P,female,VS,I,111,E03,462.115234375,1
0,1,24186,2.935546875,0.1171875,8.0,1,7,10,567.798583984375,756.602233886719,0,1,faces,female,1,1,faces,P,female,VS,I,111,E03,462.115234375,0
2,0,24188,3.1953125,0.111328125,9.0,11,42,12,946.222290039062,598.373657226562,0,1,faces,male,1,1,faces,P,female,VS,I,111,E03,462.115234375,0
0,1,24190,3.779296875,0.17578125,11.0,14,79,14,1386.29736328125,755.261108398438,0,1,objects,big,1,1,faces,P,female,VS,I,111,E03,462.115234375,1
0,0,24222,0.513671875,0.232421875,3.0,8,29,3,875.805603027344,263.577087402344,0,1,faces,male,1,1,faces,P,female,VS,F,113,E03,470.513671875,0
0,0,24223,0.814453125,0.10546875,4.0,10,46,4,1052.67724609375,169.964233398438,0,1,objects,big,1,1,faces,P,female,VS,F,113,E03,470.513671875,1
0,1,24224,1.03125,0.115234375,5.0,15,75,5,1367.00341796875,350.114135742188,0,1,faces,male,1,1,faces,P,female,VS,F,113,E03,470.513671875,0
0,0,24226,1.29296875,0.1796875,6.0,13,58,7,1196.15466308594,463.753570556641,0,1,faces,male,1,1,faces,P,female,VS,F,113,E03,470.513671875,0
0,0,24227,1.533203125,0.197265625,7.0,11,51,8,1092.89392089844,637.439025878906,0,1,faces,female,1,1,faces,P,female,VS,F,113,E03,470.513671875,0
0,0,24229,1.947265625,0.1875,9.0,6,17,10,704.330871582031,844.447570800781,0,1,faces,female,1,1,faces,P,female,VS,F,113,E03,470.513671875,0
0,0,24247,0.38671875,0.171875,2.0,7,30,2,886.555847167969,350.528686523438,0,1,faces,female,1,1,objects,P,big,VS,O,114,E03,474.712890625,0
0,0,24248,0.6171875,0.12890625,3.0,6,22,3,781.7412109375,444.195983886719,0,1,objects,big,1,1,objects,P,big,VS,O,114,E03,474.712890625,1
0,0,24271,0.333984375,0.294921875,1.0,8,39,2,968.911315917969,336.821838378906,0,1,faces,female,1,1,faces,P,female,VS,F,115,E03,478.912109375,0
1,0,24272,0.69921875,0.12890625,2.0,4,12,3,669.653442382812,297.676025390625,0,1,faces,female,1,1,faces,P,female,VS,F,115,E03,478.912109375,0
0,0,24273,0.853515625,0.138671875,3.0,3,11,4,678.121948242188,252.418380737305,0,1,faces,male,1,1,faces,P,female,VS,F,115,E03,478.912109375,0
2,0,24274,1.0234375,0.18359375,4.0,4,12,5,682.007995605469,336.864929199219,0,1,faces,female,1,1,faces,P,female,VS,F,115,E03,478.912109375,0
0,1,24275,1.287109375,0.1328125,5.0,12,56,6,1154.88610839844,256.110107421875,0,1,faces,male,1,1,faces,P,female,VS,F,115,E03,478.912109375,0
0,1,24277,1.677734375,0.123046875,6.0,7,33,8,905.696166992188,675.270568847656,0,1,objects,small,1,1,faces,P,female,VS,F,115,E03,478.912109375,1
0,0,24279,2.029296875,0.107421875,7.0,6,16,10,618.939758300781,733.016906738281,0,1,objects,small,1,1,faces,P,female,VS,F,115,E03,478.912109375,1
0,0,24280,2.18359375,0.12890625,8.0,1,7,11,571.770385742188,735.353454589844,0,1,faces,female,1,1,faces,P,female,VS,F,115,E03,478.912109375,0
0,0,24282,2.623046875,0.16015625,10.0,10,53,13,1064.40173339844,830.653198242188,0,1,faces,male,1,1,faces,P,female,VS,F,115,E03,478.912109375,0
0,0,24292,0.203125,0.158203125,1.0,8,38,1,978.289916992188,214.440734863281,0,1,faces,male,0,1,faces,A,female,VS,I,116,E03,483.111328125,0
0,0,24293,0.4375,0.208984375,2.0,6,28,2,877.821044921875,149.149398803711,0,1,faces,female,0,1,faces,A,female,VS,I,116,E03,483.111328125,0
1,0,24294,0.71484375,0.134765625,3.0,4,21,3,753.512878417969,378.723999023438,0,1,faces,male,0,1,faces,A,female,VS,I,116,E03,483.111328125,0
0,0,24295,0.912109375,0.181640625,4.0,7,32,4,898.753173828125,554.465209960938,0,1,faces,male,0,1,faces,A,female,VS,I,116,E03,483.111328125,0
0,0,24296,1.2265625,0.20703125,5.0,10,53,5,1077.20190429688,808.787963867188,0,1,faces,female,0,1,faces,A,female,VS,I,116,E03,483.111328125,0
0,1,24297,1.53515625,0.216796875,6.0,13,70,6,1302.1083984375,717.645080566406,0,1,faces,female,0,1,faces,A,female,VS,I,116,E03,483.111328125,0
0,1,24299,2.013671875,0.12890625,7.0,11,54,8,1094.97985839844,908.924133300781,0,1,faces,female,0,1,faces,A,female,VS,I,116,E03,483.111328125,0
2,0,24302,2.60546875,0.171875,9.0,4,21,11,786.284240722656,359.022979736328,0,1,faces,male,0,1,faces,A,female,VS,I,116,E03,483.111328125,0
0,0,24303,2.849609375,0.205078125,10.0,2,4,12,603.953552246094,479.539886474609,0,1,faces,male,0,1,faces,A,female,VS,I,116,E03,483.111328125,0
0,0,24306,3.37109375,0.15234375,12.0,5,26,15,789.029052734375,846.538757324219,0,1,faces,female,0,1,faces,A,female,VS,I,116,E03,483.111328125,0
0,1,24327,0.201171875,0.111328125,1.0,6,32,1,901.590942382812,530.340270996094,0,1,objects,big,0,1,objects,A,big,VS,O,117,E03,487.310546875,1
1,1,24329,0.591796875,0.126953125,2.0,10,48,3,1020.65045166016,309.503295898438,0,1,objects,small,0,1,objects,A,big,VS,O,117,E03,487.310546875,1
0,0,24332,1.119140625,0.142578125,4.0,8,35,6,879.400817871094,833.34912109375,0,1,faces,female,0,1,objects,A,big,VS,O,117,E03,487.310546875,0
0,1,24334,1.462890625,0.130859375,5.0,15,79,8,1350.80334472656,726.379455566406,0,1,objects,big,0,1,objects,A,big,VS,O,117,E03,487.310546875,1
0,1,24335,1.669921875,0.10546875,6.0,7,34,9,847.49609375,764.661071777344,0,1,faces,female,0,1,objects,A,big,VS,O,117,E03,487.310546875,0
0,0,24337,2.03515625,0.103515625,7.0,2,9,11,604.773498535156,937.005187988281,0,1,faces,male,0,1,objects,A,big,VS,O,117,E03,487.310546875,0
0,0,24338,2.240234375,0.392578125,8.0,3,10,12,690.7412109375,157.474884033203,0,1,objects,big,0,1,objects,A,big,VS,O,117,E03,487.310546875,1
0,0,24342,3.080078125,0.173828125,10.0,11,52,16,1099.18188476562,751.708801269531,0,1,faces,male,0,1,objects,A,big,VS,O,117,E03,487.310546875,0
0,1,24344,3.43359375,0.193359375,11.0,13,63,18,1171.4365234375,922.246948242188,0,1,objects,small,0,1,objects,A,big,VS,O,117,E03,487.310546875,1
2,0,24346,3.86328125,0.16796875,13.0,10,48,20,1073.7216796875,355.365234375,0,1,objects,small,0,1,objects,A,big,VS,O,117,E03,487.310546875,1
0,1,24372,2.92578125,0.228515625,6.0,8,43,12,932.671264648438,736.537231445312,0,1,faces,female,1,1,objects,P,small,VS,O,118,E03,491.509765625,0
1,0,24392,0.416015625,0.201171875,2.0,9,47,2,1018.11474609375,228.051376342773,0,1,faces,male,0,1,faces,A,male,VS,I,119,E03,495.708984375,0
0,0,24393,0.654296875,0.166015625,3.0,10,56,3,1128.52282714844,239.162231445312,0,1,faces,male,0,1,faces,A,male,VS,I,119,E03,495.708984375,0
0,1,24395,1.07421875,0.126953125,4.0,2,10,5,680.342651367188,141.595977783203,0,1,faces,male,0,1,faces,A,male,VS,I,119,E03,495.708984375,0
0,0,24397,1.404296875,0.158203125,6.0,3,14,7,696.8759765625,556.459411621094,0,1,faces,female,0,1,faces,A,male,VS,I,119,E03,495.708984375,0
1,0,24398,1.654296875,0.134765625,7.0,12,59,8,1148.21020507812,507.260925292969,0,1,faces,female,0,1,faces,A,male,VS,I,119,E03,495.708984375,0
1,0,24399,1.810546875,0.205078125,8.0,11,58,9,1162.92541503906,446.011108398438,0,1,faces,male,0,1,faces,A,male,VS,I,119,E03,495.708984375,0
2,0,24400,2.05078125,0.14453125,9.0,12,59,10,1162.6435546875,532.07568359375,0,1,faces,female,0,1,faces,A,male,VS,I,119,E03,495.708984375,0
2,1,24401,2.291015625,0.115234375,10.0,9,47,11,1089.46740722656,222.895355224609,0,1,faces,male,0,1,faces,A,male,VS,I,119,E03,495.708984375,0
2,0,24403,2.802734375,0.22265625,11.0,11,58,13,1177.3828125,452.151214599609,0,1,faces,male,0,1,faces,A,male,VS,I,119,E03,495.708984375,0
0,0,24404,3.103515625,0.26953125,12.0,13,71,14,1265.61645507812,872.192810058594,0,1,objects,small,0,1,faces,A,male,VS,I,119,E03,495.708984375,1
0,0,24406,3.548828125,0.169921875,13.0,8,44,16,964.306579589844,863.076049804688,0,1,faces,female,0,1,faces,A,male,VS,I,119,E03,495.708984375,0
0,0,24408,3.927734375,0.58984375,14.0,1,9,18,588.008666992188,937.312072753906,0,1,faces,female,0,1,faces,A,male,VS,I,119,E03,495.708984375,0
0,0,24423,0.228515625,0.177734375,1.0,8,39,1,974.318359375,348.173797607422,0,1,faces,male,1,1,objects,P,small,VS,O,120,E03,499.908203125,0
0,1,24425,0.638671875,0.10546875,2.0,1,13,3,672.013244628906,440.663330078125,0,1,objects,big,1,1,objects,P,small,VS,O,120,E03,499.908203125,1
0,0,24429,2.013671875,0.14453125,5.0,6,35,7,886.500183105469,808.549621582031,0,1,objects,small,1,1,objects,P,small,VS,O,120,E03,499.908203125,1
0,0,24430,2.20703125,0.140625,6.0,11,52,8,1036.06188964844,742.241027832031,0,1,objects,big,1,1,objects,P,small,VS,O,120,E03,499.908203125,1
0,0,24431,3.001953125,0.18359375,7.0,14,69,9,1271.78271484375,618.844055175781,0,1,faces,male,1,1,objects,P,small,VS,O,120,E03,499.908203125,0
0,0,24432,3.279296875,0.236328125,8.0,13,56,10,1159.10095214844,209.263793945312,0,1,faces,female,1,1,objects,P,small,VS,O,120,E03,499.908203125,0
0,0,24443,0.240234375,0.16015625,2.0,8,41,2,958.026306152344,545.565673828125,0,1,objects,big,0,1,faces,A,female,VS,F,121,E03,504.107421875,1
1,1,24444,0.46875,0.138671875,3.0,13,67,3,1248.9609375,433.262786865234,0,1,faces,female,0,1,faces,A,female,VS,F,121,E03,504.107421875,0
1,0,24448,1.3671875,0.1640625,6.0,12,66,7,1261.73583984375,386.558288574219,0,1,faces,female,0,1,faces,A,female,VS,F,121,E03,504.107421875,0
0,1,24451,1.9140625,0.103515625,8.0,3,16,10,697.769653320312,785.580200195312,0,1,objects,small,0,1,faces,A,female,VS,F,121,E03,504.107421875,1
0,1,24453,2.294921875,0.134765625,10.0,6,35,12,895.568786621094,856.770690917969,0,1,faces,male,0,1,faces,A,female,VS,F,121,E03,504.107421875,0
0,0,24456,2.818359375,0.119140625,12.0,11,62,15,1171.39343261719,857.137939453125,0,1,objects,small,0,1,faces,A,female,VS,F,121,E03,504.107421875,1
0,0,24457,2.966796875,0.2578125,13.0,14,71,16,1254.94909667969,862.974670410156,0,1,faces,male,0,1,faces,A,female,VS,F,121,E03,504.107421875,0
2,0,24459,3.41796875,0.23828125,14.0,13,67,18,1276.46984863281,454.441528320312,0,1,faces,female,0,1,faces,A,female,VS,F,121,E03,504.107421875,0
2,0,24460,3.685546875,0.1796875,15.0,12,66,19,1259.62072753906,369.666564941406,0,1,faces,female,0,1,faces,A,female,VS,F,121,E03,504.107421875,0
0,0,24461,3.91015625,0.138671875,16.0,10,47,20,1096.23315429688,274.7216796875,0,1,faces,male,0,1,faces,A,female,VS,F,121,E03,504.107421875,0
0,1,24475,0.236328125,0.12109375,1.0,8,38,1,937.280090332031,233.417175292969,0,1,faces,female,1,1,faces,P,female,VS,I,122,E03,508.306640625,0
1,0,24477,0.5234375,0.154296875,2.0,10,47,3,1059.52209472656,248.563583374023,0,1,faces,female,1,1,faces,P,female,VS,I,122,E03,508.306640625,0
1,1,24478,0.744140625,0.12109375,3.0,5,22,4,791.839599609375,412.458251953125,0,1,faces,male,1,1,faces,P,female,VS,I,122,E03,508.306640625,0
2,1,24480,1.068359375,0.12109375,4.0,10,47,6,1063.70849609375,247.459213256836,0,1,faces,female,1,1,faces,P,female,VS,I,122,E03,508.306640625,0
2,0,24482,1.5078125,0.234375,5.0,5,22,8,801.563598632812,456.263763427734,0,1,faces,male,1,1,faces,P,female,VS,I,122,E03,508.306640625,0
0,0,24483,1.8046875,0.181640625,6.0,3,5,9,587.480102539062,582.110229492188,0,1,faces,female,1,1,faces,P,female,VS,I,122,E03,508.306640625,0
0,1,24485,2.28515625,0.13671875,8.0,1,1,11,585.082824707031,189.537750244141,0,1,objects,small,1,1,faces,P,female,VS,I,122,E03,508.306640625,1
0,1,24489,3.462890625,0.111328125,10.0,13,61,15,1193.29272460938,780.980041503906,0,1,faces,male,1,1,faces,P,female,VS,I,122,E03,508.306640625,0
0,0,24491,3.923828125,0.107421875,11.0,15,67,17,1211.958984375,442.866577148438,0,1,faces,male,1,1,faces,P,female,VS,I,122,E03,508.306640625,0
0,1,24506,0.224609375,0.119140625,1.0,12,55,2,1172.24572753906,178.973510742188,0,1,faces,male,1,1,faces,P,female,VS,I,123,E03,512.505859375,0
0,0,24508,0.560546875,0.140625,2.0,10,46,4,1073.54125976562,115.556694030762,0,1,faces,female,1,1,faces,P,female,VS,I,123,E03,512.505859375,0
0,0,24509,0.76953125,0.123046875,3.0,6,20,5,744.4677734375,206.257522583008,0,1,objects,small,1,1,faces,P,female,VS,I,123,E03,512.505859375,1
0,1,24516,1.671875,0.103515625,4.0,7,23,12,744.179382324219,584.887878417969,0,1,faces,female,1,1,faces,P,female,VS,I,123,E03,512.505859375,0
1,0,24518,2.00390625,0.138671875,5.0,9,44,14,928.555114746094,838.203735351562,0,1,faces,female,1,1,faces,P,female,VS,I,123,E03,512.505859375,0
2,0,24522,2.71875,0.21484375,7.0,9,44,18,969.415344238281,823.878112792969,0,1,faces,female,1,1,faces,P,female,VS,I,123,E03,512.505859375,0
0,0,24525,3.388671875,0.181640625,9.0,4,17,21,682.539978027344,821.34814453125,0,1,faces,male,1,1,faces,P,female,VS,I,123,E03,512.505859375,0
0,0,24526,3.646484375,0.19140625,10.0,14,63,22,1161.08410644531,924.299255371094,0,1,faces,male,1,1,faces,P,female,VS,I,123,E03,512.505859375,0
0,0,24527,3.884765625,0.71484375,11.0,15,79,23,1375.86853027344,709.301391601562,0,1,objects,big,1,1,faces,P,female,VS,I,123,E03,512.505859375,1
0,0,24542,0.517578125,0.109375,1.0,3,10,3,702.269592285156,177.371337890625,0,1,faces,female,0,1,faces,A,male,VS,F,124,E03,516.705078125,0
0,1,24543,0.6796875,0.138671875,2.0,4,11,4,672.740234375,203.201644897461,0,1,faces,male,0,1,faces,A,male,VS,F,124,E03,516.705078125,0
0,1,24547,1.197265625,0.1015625,4.0,1,1,8,575.383117675781,97.0908966064453,0,1,faces,male,0,1,faces,A,male,VS,F,124,E03,516.705078125,0
0,1,24549,1.462890625,0.125,5.0,12,47,10,1033.46704101562,200.832168579102,0,1,faces,female,0,1,faces,A,male,VS,F,124,E03,516.705078125,0
0,0,24551,1.783203125,0.271484375,6.0,7,33,12,890.094360351562,644.637451171875,0,1,faces,male,0,1,faces,A,male,VS,F,124,E03,516.705078125,0
1,0,24553,2.2421875,0.2109375,8.0,10,44,14,976.116516113281,824.490356445312,0,1,faces,female,0,1,faces,A,male,VS,F,124,E03,516.705078125,0
1,0,24554,2.525390625,0.15234375,9.0,15,69,15,1239.44592285156,591.575744628906,0,1,faces,male,0,1,faces,A,male,VS,F,124,E03,516.705078125,0
0,0,24555,2.705078125,0.21875,10.0,13,59,16,1199.65075683594,524.768249511719,0,1,faces,female,0,1,faces,A,male,VS,F,124,E03,516.705078125,0
2,0,24557,3.111328125,0.216796875,12.0,10,44,18,989.024963378906,825.584045410156,0,1,faces,female,0,1,faces,A,male,VS,F,124,E03,516.705078125,0
0,1,24559,3.5390625,0.1015625,13.0,5,18,20,680.060974121094,927.046813964844,0,1,faces,female,0,1,faces,A,male,VS,F,124,E03,516.705078125,0
2,0,24560,3.732421875,0.212890625,14.0,15,69,21,1271.78698730469,640.024291992188,0,1,faces,male,0,1,faces,A,male,VS,F,124,E03,516.705078125,0
0,0,24638,0.22265625,0.17578125,2.0,10,40,2,970.834716796875,451.915802001953,0,1,faces,female,0,1,objects,A,small,VS,O,127,E03,529.302734375,0
0,0,24639,0.474609375,0.138671875,3.0,9,28,3,814.364990234375,149.344284057617,0,1,faces,male,0,1,objects,A,small,VS,O,127,E03,529.302734375,0
0,1,24642,0.900390625,0.10546875,4.0,6,21,6,756.490905761719,355.583404541016,0,1,faces,male,0,1,objects,A,small,VS,O,127,E03,529.302734375,0
0,1,24643,1.03125,0.173828125,5.0,3,12,7,681.640991210938,348.398712158203,0,1,objects,big,0,1,objects,A,small,VS,O,127,E03,529.302734375,1
0,0,24645,1.36328125,0.193359375,6.0,11,41,9,992.98388671875,491.287475585938,0,1,objects,small,0,1,objects,A,small,VS,O,127,E03,529.302734375,1
0,0,24647,1.708984375,0.30859375,7.0,7,22,11,763.568359375,471.165588378906,0,1,objects,small,0,1,objects,A,small,VS,O,127,E03,529.302734375,1
0,1,24654,2.78515625,0.123046875,10.0,14,62,18,1161.49755859375,848.476135253906,0,1,faces,male,0,1,objects,A,small,VS,O,127,E03,529.302734375,0
0,1,24656,3.134765625,0.25,11.0,15,74,20,1359.15673828125,220.718933105469,0,1,objects,small,0,1,objects,A,small,VS,O,127,E03,529.302734375,1
0,0,24658,3.775390625,0.275390625,12.0,1,2,22,605.831359863281,244.110870361328,0,1,faces,female,0,1,objects,A,small,VS,O,127,E03,529.302734375,0
0,0,24672,1.298828125,0.138671875,5.0,12,59,5,1128.33935546875,528.848815917969,0,1,faces,male,0,1,faces,P,female,VS,F,128,E03,533.501953125,0
0,1,24775,2.23828125,0.134765625,6.0,4,27,7,769.348999023438,914.580993652344,0,1,faces,male,0,1,objects,P,big,VS,O,131,E03,546.099609375,0
0,0,24777,2.70703125,0.28515625,8.0,11,59,9,1177.21118164062,523.593078613281,0,1,faces,male,0,1,objects,P,big,VS,O,131,E03,546.099609375,0
0,0,24803,1.65234375,0.115234375,5.0,1,4,7,604.06640625,405.093505859375,0,1,faces,male,0,1,faces,P,male,VS,F,132,E03,550.298828125,0
0,0,24846,1.755859375,0.1640625,5.0,12,56,10,1198.42602539062,208.006134033203,0,1,faces,male,1,0,faces,P,male,VS,I,133,E03,554.498046875,0
1,0,25111,0.43359375,0.123046875,2.0,6,41,2,941.599304199219,535.991455078125,0,1,faces,male,1,1,faces,P,female,VS,F,135,E03,562.896484375,0
0,0,25112,0.615234375,0.10546875,3.0,3,33,3,867.446899414062,649.820861816406,0,1,faces,female,1,1,faces,P,female,VS,F,135,E03,562.896484375,0
0,1,25113,0.794921875,0.107421875,4.0,2,19,4,785.629028320312,141.248443603516,0,1,faces,female,1,1,faces,P,female,VS,F,135,E03,562.896484375,0
0,1,25115,1.220703125,0.119140625,5.0,9,47,6,1049.09448242188,271.342407226562,0,1,faces,male,1,1,faces,P,female,VS,F,135,E03,562.896484375,0
0,0,25117,1.482421875,0.115234375,6.0,11,57,8,1175.82446289062,383.267456054688,0,1,objects,big,1,1,faces,P,female,VS,F,135,E03,562.896484375,1
0,0,25118,1.658203125,0.1328125,7.0,14,76,9,1353.40515136719,461.026184082031,0,1,objects,small,1,1,faces,P,female,VS,F,135,E03,562.896484375,1
2,0,25119,1.875,0.1484375,8.0,6,41,10,929.194274902344,543.375061035156,0,1,faces,male,1,1,faces,P,female,VS,F,135,E03,562.896484375,0
0,1,25122,2.435546875,0.115234375,9.0,7,43,13,913.449157714844,741.484375,0,1,faces,male,1,1,faces,P,female,VS,F,135,E03,562.896484375,0
0,0,25124,2.75,0.173828125,10.0,10,52,15,1068.18151855469,744.218383789062,0,1,faces,female,1,1,faces,P,female,VS,F,135,E03,562.896484375,0
0,0,25125,2.986328125,0.234375,11.0,8,45,16,977.124389648438,947.907409667969,0,1,faces,male,1,1,faces,P,female,VS,F,135,E03,562.896484375,0
3,0,25127,3.41796875,0.162109375,13.0,6,41,18,962.831726074219,571.566833496094,0,1,faces,male,1,1,faces,P,female,VS,F,135,E03,562.896484375,0
1,0,25145,0.33984375,0.150390625,2.0,8,47,2,1045.27758789062,282.222625732422,0,1,objects,big,0,1,objects,A,big,VS,O,136,E03,567.095703125,1
0,0,25146,0.55078125,0.224609375,3.0,4,30,3,840.334106445312,348.673065185547,0,1,objects,small,0,1,objects,A,big,VS,O,136,E03,567.095703125,1
0,0,25147,0.830078125,0.158203125,4.0,5,31,4,862.296020507812,471.901184082031,0,1,faces,female,0,1,objects,A,big,VS,O,136,E03,567.095703125,0
0,0,25150,1.42578125,0.10546875,5.0,13,71,7,1272.98071289062,833.611083984375,0,1,faces,male,0,1,objects,A,big,VS,O,136,E03,567.095703125,0
0,1,25151,1.603515625,0.142578125,6.0,6,36,8,901.959777832031,963.500244140625,0,1,objects,big,0,1,objects,A,big,VS,O,136,E03,567.095703125,1
0,0,25154,2.166015625,0.16796875,7.0,3,25,11,800.298583984375,728.553039550781,0,1,faces,male,0,1,objects,A,big,VS,O,136,E03,567.095703125,0
2,0,25156,2.56640625,0.19921875,9.0,8,47,13,1060.09838867188,272.361755371094,0,1,objects,big,0,1,objects,A,big,VS,O,136,E03,567.095703125,1
0,0,25157,2.82421875,0.232421875,10.0,12,66,14,1251.4189453125,365.201751708984,0,1,faces,male,0,1,objects,A,big,VS,O,136,E03,567.095703125,0
0,0,25158,3.087890625,0.51953125,11.0,11,58,15,1150.78991699219,460.582946777344,0,1,objects,big,0,1,objects,A,big,VS,O,136,E03,567.095703125,1
0,0,25160,3.884765625,0.166015625,13.0,2,24,17,717.281555175781,642.837890625,0,1,faces,male,0,1,objects,A,big,VS,O,136,E03,567.095703125,0
0,0,25176,0.21484375,0.1953125,1.0,9,41,1,947.21142578125,541.288818359375,0,1,faces,male,1,1,faces,P,female,VS,F,137,E03,571.294921875,0
1,0,25177,0.447265625,0.205078125,2.0,7,32,2,861.378601074219,543.025939941406,0,1,objects,small,1,1,faces,P,female,VS,F,137,E03,571.294921875,1
1,0,25178,0.7109375,0.189453125,3.0,10,51,3,1074.74560546875,612.726745605469,0,1,faces,male,1,1,faces,P,female,VS,F,137,E03,571.294921875,0
