refix,pretarget,multifix,urevent,tonset,dur_added,rank,stposrel,stposabs,n,x,y,istarget,isdistractor,distractor_cat,ditractor_atr,trial_targetseen,trial_correct,trial_cat,trial_resp,trial_atr,trial_type,trial_cattype,trial_number,trial_subject,trial_bgn_latency,VSNT_EX,VSNT_EX_correct,VShard_EXobj_correct
0,0.0,0,27458,3.42578125,0.400390625,5.0,11,66,12,1259.80493164062,362.124969482422,0,1,objects,small,0,1,faces,A,male,EX,F,51,J04,210.162109375,0.0,0.0,0.0
0,0.0,0,27499,3.650390625,0.37109375,7.0,15,81,14,1378.67565917969,908.085266113281,0,1,objects,big,0,1,faces,A,female,EX,I,53,J04,218.560546875,0.0,0.0,0.0
0,0.0,0,27508,2.19921875,0.431640625,3.0,11,63,6,1183.79089355469,965.499450683594,0,1,objects,small,0,1,faces,A,female,EX,F,54,J04,222.759765625,0.0,0.0,0.0
0,0.0,0,28094,0.541015625,0.66015625,2.0,6,32,3,870.632141113281,507.809265136719,0,1,objects,small,0,1,objects,A,big,EX,O,73,J04,302.544921875,0.0,0.0,0.0
1,0.0,0,28096,1.375,0.24609375,3.0,3,6,5,554.097106933594,629.232727050781,0,1,objects,big,0,1,objects,A,big,EX,O,73,J04,302.544921875,0.0,0.0,0.0
2,0.0,0,28099,2.232421875,0.23828125,5.0,3,6,8,559.755004882812,630.722473144531,0,1,objects,big,0,1,objects,A,big,EX,O,73,J04,302.544921875,0.0,0.0,0.0
0,0.0,0,28100,2.515625,0.2265625,6.0,5,30,9,908.959167480469,328.095062255859,0,1,objects,big,0,1,objects,A,big,EX,O,73,J04,302.544921875,0.0,0.0,0.0
0,0.0,0,28104,3.427734375,0.171875,9.0,13,69,13,1256.68530273438,628.137390136719,0,1,objects,small,0,1,objects,A,big,EX,O,73,J04,302.544921875,0.0,0.0,0.0
0,0.0,0,28522,2.423828125,0.220703125,4.0,10,62,8,1183.15808105469,821.659301757812,0,1,objects,small,0,1,faces,A,male,EX,I,106,J04,441.119140625,0.0,0.0,0.0
0,0.0,0,28697,0.380859375,0.337890625,1.0,6,31,4,840.011291503906,406.372009277344,0,1,objects,small,0,1,faces,A,male,EX,F,116,J04,483.111328125,0.0,0.0,0.0
0,1.0,0,28832,0.705078125,0.326171875,2.0,8,44,4,999.398193359375,864.357116699219,0,1,objects,big,1,1,objects,P,small,VS,O,124,J04,516.705078125,1.0,1.0,1.0
0,0.0,0,28850,1.072265625,0.533203125,1.0,10,56,1,1179.72778320312,265.551116943359,0,1,objects,small,0,1,faces,A,female,EX,I,126,J04,525.103515625,0.0,0.0,0.0
0,0.0,0,28861,0.875,0.806640625,1.0,3,5,5,570.402038574219,502.432556152344,0,1,objects,big,0,1,objects,A,big,EX,O,127,J04,529.302734375,0.0,0.0,0.0
0,0.0,0,28862,1.689453125,0.146484375,2.0,4,6,6,578.544616699219,657.976379394531,0,1,objects,small,0,1,objects,A,big,EX,O,127,J04,529.302734375,0.0,0.0,0.0
0,0.0,0,28864,3.26953125,0.677734375,4.0,13,77,8,1383.40686035156,515.578369140625,0,1,objects,big,0,1,objects,A,big,EX,O,127,J04,529.302734375,0.0,0.0,0.0
0,0.0,0,28913,1.640625,0.185546875,4.0,11,69,7,1285.53918457031,596.891967773438,0,1,objects,small,0,1,faces,A,male,EX,F,131,J04,546.099609375,0.0,0.0,0.0
0,1.0,0,29007,0.28125,0.240234375,1.0,2,7,1,552.182800292969,726.558288574219,0,1,objects,big,1,1,objects,P,small,VS,O,137,J04,571.294921875,1.0,1.0,1.0
1,1.0,1,29008,0.55859375,0.19921875,2.0,5,32,2,882.0302734375,580.302001953125,0,1,objects,small,1,1,objects,P,small,VS,O,137,J04,571.294921875,1.0,1.0,1.0
2,1.0,1,29012,1.599609375,0.2421875,4.0,5,32,6,825.051513671875,523.793884277344,0,1,objects,small,1,1,objects,P,small,VS,O,137,J04,571.294921875,1.0,1.0,1.0
0,0.0,0,29329,0.283203125,0.1640625,1.0,6,30,1,828.110107421875,346.762298583984,0,1,objects,small,0,1,objects,A,big,EX,O,149,J04,621.685546875,0.0,0.0,0.0
0,0.0,0,29434,0.189453125,0.15625,1.0,10,50,1,1011.82391357422,493.503234863281,0,1,objects,small,0,1,faces,A,male,EX,F,155,J04,646.880859375,0.0,0.0,0.0
0,0.0,0,29439,3.00390625,0.18359375,3.0,5,16,6,682.500244140625,729.619445800781,0,1,objects,big,0,1,faces,A,male,EX,F,155,J04,646.880859375,0.0,0.0,0.0
0,0.0,0,29506,3.17578125,0.66796875,2.0,4,30,12,846.691162109375,303.373901367188,0,1,objects,big,0,1,faces,A,female,EX,I,159,J04,663.677734375,0.0,0.0,0.0
0,0.0,0,29941,0.814453125,0.1640625,1.0,4,21,3,720.025390625,377.103454589844,0,1,objects,big,0,1,faces,A,male,EX,F,183,J04,764.458984375,0.0,0.0,0.0
0,0.0,1,30019,0.51953125,0.224609375,1.0,4,13,2,708.922302246094,435.587097167969,0,1,objects,small,0,1,faces,A,female,EX,F,188,J04,785.455078125,0.0,0.0,0.0
0,0.0,0,30024,1.671875,0.390625,2.0,13,54,7,1062.82495117188,937.364624023438,0,1,objects,small,0,1,faces,A,female,EX,F,188,J04,785.455078125,0.0,0.0,0.0
0,0.0,0,30193,2.466796875,0.41015625,3.0,15,81,8,1388.70178222656,936.032287597656,0,1,objects,big,0,1,objects,A,big,EX,O,197,J04,823.248046875,0.0,0.0,0.0
0,0.0,0,30194,2.890625,0.291015625,4.0,14,80,9,1387.89892578125,820.684204101562,0,1,objects,small,0,1,objects,A,big,EX,O,197,J04,823.248046875,0.0,0.0,0.0
0,0.0,0,30195,3.21875,0.412109375,5.0,11,67,10,1230.42663574219,423.377777099609,0,1,objects,small,0,1,objects,A,big,EX,O,197,J04,823.248046875,0.0,0.0,0.0
0,0.0,0,30196,3.640625,0.9140625,6.0,8,58,11,1153.18432617188,430.282806396484,0,1,objects,big,0,1,objects,A,big,EX,O,197,J04,823.248046875,0.0,0.0,0.0
0,0.0,0,30267,0.4140625,0.431640625,1.0,8,41,2,929.132995605469,537.618896484375,0,1,objects,big,0,1,faces,A,male,EX,F,201,J04,840.044921875,0.0,0.0,0.0
0,0.0,0,30272,2.56640625,0.46875,4.0,6,31,7,854.562744140625,436.901275634766,0,1,objects,small,0,1,faces,A,male,EX,F,201,J04,840.044921875,0.0,0.0,0.0
0,0.0,0,30274,3.318359375,0.93359375,6.0,15,78,9,1345.14440917969,608.498352050781,0,1,objects,small,0,1,faces,A,male,EX,F,201,J04,840.044921875,0.0,0.0,0.0
0,0.0,0,30364,1.470703125,0.263671875,3.0,14,79,5,1328.80883789062,722.223083496094,0,1,objects,small,0,1,faces,A,male,EX,I,207,J04,865.240234375,0.0,0.0,0.0
0,0.0,1,30366,2.0,0.490234375,4.0,3,5,7,570.537475585938,552.85009765625,0,1,objects,big,0,1,faces,A,male,EX,I,207,J04,865.240234375,0.0,0.0,0.0
0,0.0,1,17588,0.396484375,0.232421875,1.0,1,12,2,705.880920410156,354.579345703125,0,1,objects,small,0,1,objects,A,big,EX,O,24,J08,96.783203125,0.0,0.0,0.0
0,0.0,0,17592,1.572265625,0.294921875,4.0,9,32,6,851.816040039062,565.879821777344,0,1,objects,big,0,1,objects,A,big,EX,O,24,J08,96.783203125,0.0,0.0,0.0
0,0.0,0,17680,0.359375,0.177734375,1.0,2,3,2,537.7236328125,387.250183105469,0,1,objects,big,0,1,faces,A,male,EX,I,29,J08,117.779296875,0.0,0.0,0.0
0,0.0,0,17786,0.474609375,0.24609375,1.0,7,23,2,733.294982910156,576.642883300781,0,1,objects,big,0,1,objects,A,small,EX,O,34,J08,138.775390625,0.0,0.0,0.0
0,0.0,0,17792,2.365234375,0.17578125,2.0,11,53,8,1086.76489257812,877.747192382812,0,1,objects,small,0,1,objects,A,small,EX,O,34,J08,138.775390625,0.0,0.0,0.0
0,0.0,0,17793,2.5546875,0.169921875,3.0,12,62,9,1189.65893554688,882.529907226562,0,1,objects,small,0,1,objects,A,small,EX,O,34,J08,138.775390625,0.0,0.0,0.0
0,1.0,1,18059,1.5625,0.20703125,2.0,3,6,6,510.539184570312,617.47509765625,0,1,objects,small,1,1,objects,P,small,VS,O,49,J08,201.763671875,1.0,1.0,1.0
0,0.0,0,18070,0.19921875,0.3125,1.0,7,31,1,858.532104492188,471.219177246094,0,1,objects,big,0,1,faces,A,female,EX,I,50,J08,205.962890625,0.0,0.0,0.0
0,0.0,0,18072,0.751953125,0.310546875,3.0,4,14,3,673.489196777344,559.822082519531,0,1,objects,big,0,1,faces,A,female,EX,I,50,J08,205.962890625,0.0,0.0,0.0
0,0.0,0,18073,1.76953125,0.396484375,4.0,12,50,4,1105.43432617188,570.31689453125,0,1,objects,small,0,1,faces,A,female,EX,I,50,J08,205.962890625,0.0,0.0,0.0
0,0.0,0,18106,0.23046875,0.318359375,1.0,10,40,1,970.677612304688,437.01318359375,0,1,objects,big,0,1,faces,A,female,EX,F,52,J08,214.361328125,0.0,0.0,0.0
0,0.0,0,18107,0.572265625,0.376953125,2.0,7,30,2,868.475219726562,320.412658691406,0,1,objects,big,0,1,faces,A,female,EX,F,52,J08,214.361328125,0.0,0.0,0.0
0,0.0,0,18109,1.90234375,0.337890625,4.0,9,33,4,859.912048339844,662.062194824219,0,1,objects,small,0,1,faces,A,female,EX,F,52,J08,214.361328125,0.0,0.0,0.0
0,0.0,0,18201,0.544921875,0.1953125,2.0,6,22,2,772.934387207031,435.7822265625,0,1,objects,small,0,1,objects,A,big,EX,O,58,J08,239.556640625,0.0,0.0,0.0
0,0.0,0,18205,1.724609375,0.41015625,5.0,15,72,6,1236.11804199219,989.090148925781,0,1,objects,big,0,1,objects,A,big,EX,O,58,J08,239.556640625,0.0,0.0,0.0
0,0.0,0,18207,2.37109375,0.16015625,6.0,14,64,8,1274.5380859375,143.722900390625,0,1,objects,big,0,1,objects,A,big,EX,O,58,J08,239.556640625,0.0,0.0,0.0
1,0.0,0,18226,0.509765625,0.1640625,1.0,7,39,3,933.615905761719,324.649017333984,0,1,objects,small,0,1,objects,A,small,EX,O,59,J08,243.755859375,0.0,0.0,0.0
0,0.0,0,18228,0.955078125,0.306640625,3.0,10,56,5,1185.73217773438,268.520874023438,0,1,objects,small,0,1,objects,A,small,EX,O,59,J08,243.755859375,0.0,0.0,0.0
2,0.0,0,18237,3.587890625,0.275390625,10.0,7,39,14,949.961242675781,372.344879150391,0,1,objects,small,0,1,objects,A,small,EX,O,59,J08,243.755859375,0.0,0.0,0.0
0,0.0,0,18265,0.396484375,0.228515625,1.0,6,22,2,727.386596679688,473.058197021484,0,1,objects,small,0,1,faces,A,male,EX,I,61,J08,252.154296875,0.0,0.0,0.0
0,1.0,0,18442,0.373046875,0.169921875,1.0,1,19,2,765.979431152344,152.80158996582,0,1,objects,small,1,1,objects,P,big,VS,O,71,J08,294.146484375,1.0,1.0,1.0
0,1.0,0,18443,0.619140625,0.265625,2.0,11,73,3,1313.98559570312,165.197143554688,0,1,objects,big,1,1,objects,P,big,VS,O,71,J08,294.146484375,1.0,1.0,1.0
1,0.0,0,18566,0.431640625,0.18359375,1.0,5,32,2,834.503479003906,491.763885498047,0,1,objects,small,0,1,faces,A,female,EX,I,73,J08,302.544921875,0.0,0.0,0.0
0,0.0,0,18567,0.646484375,0.224609375,2.0,4,21,3,740.775085449219,295.479644775391,0,1,objects,small,0,1,faces,A,female,EX,I,73,J08,302.544921875,0.0,0.0,0.0
2,0.0,0,18575,2.98828125,1.02734375,8.0,5,32,11,894.819396972656,507.426391601562,0,1,objects,small,0,1,faces,A,female,EX,I,73,J08,302.544921875,0.0,0.0,0.0
0,0.0,0,18627,0.216796875,0.234375,1.0,6,32,1,813.334106445312,504.805084228516,0,1,objects,big,0,1,faces,A,male,EX,I,76,J08,315.142578125,0.0,0.0,0.0
0,0.0,0,18639,3.427734375,0.16796875,4.0,11,64,13,1214.44653320312,120.336334228516,0,1,objects,small,0,1,faces,A,male,EX,I,76,J08,315.142578125,0.0,0.0,0.0
0,0.0,0,18764,0.96875,0.23828125,3.0,10,69,3,1256.64392089844,615.689758300781,0,1,objects,big,0,1,faces,A,male,EX,F,84,J08,348.736328125,0.0,0.0,0.0
0,0.0,0,18877,1.40234375,0.224609375,2.0,3,14,5,620.95361328125,560.936950683594,0,1,objects,big,0,1,objects,A,big,EX,O,89,J08,369.732421875,0.0,0.0,0.0
1,0.0,0,18878,1.6484375,0.177734375,3.0,7,34,6,833.744567871094,706.210693359375,0,1,objects,small,0,1,objects,A,big,EX,O,89,J08,369.732421875,0.0,0.0,0.0
2,0.0,0,18881,2.322265625,0.197265625,6.0,7,34,9,880.968505859375,783.8466796875,0,1,objects,small,0,1,objects,A,big,EX,O,89,J08,369.732421875,0.0,0.0,0.0
0,0.0,0,18885,3.5234375,0.419921875,9.0,13,64,13,1213.15087890625,179.715911865234,0,1,objects,big,0,1,objects,A,big,EX,O,89,J08,369.732421875,0.0,0.0,0.0
0,1.0,0,18920,0.46875,0.322265625,2.0,9,56,3,1129.84033203125,243.364349365234,0,1,objects,small,1,1,objects,P,big,VS,O,91,J08,378.130859375,1.0,1.0,1.0
0,0.0,0,18928,0.287109375,0.390625,1.0,8,32,1,819.283264160156,510.747467041016,0,1,objects,small,0,1,faces,A,female,EX,F,92,J08,382.330078125,0.0,0.0,0.0
0,0.0,0,18929,0.720703125,0.46875,2.0,7,29,2,880.988037109375,224.607192993164,0,1,objects,small,0,1,faces,A,female,EX,F,92,J08,382.330078125,0.0,0.0,0.0
0,0.0,0,18938,3.5546875,0.220703125,6.0,14,65,11,1237.744140625,216.890731811523,0,1,objects,big,0,1,faces,A,female,EX,F,92,J08,382.330078125,0.0,0.0,0.0
0,0.0,0,18972,0.66015625,0.36328125,1.0,6,28,3,836.485107421875,130.535034179688,0,1,objects,big,0,1,objects,A,small,EX,O,94,J08,390.728515625,0.0,0.0,0.0
0,0.0,0,18980,2.75390625,0.333984375,6.0,3,8,11,535.682006835938,804.079040527344,0,1,objects,small,0,1,objects,A,small,EX,O,94,J08,390.728515625,0.0,0.0,0.0
1,0.0,0,19083,0.232421875,0.146484375,1.0,7,31,1,908.816589355469,432.179168701172,0,1,objects,small,0,1,faces,A,female,EX,I,101,J08,420.123046875,0.0,0.0,0.0
2,0.0,1,19085,0.5859375,0.181640625,2.0,7,31,3,844.114013671875,442.748474121094,0,1,objects,small,0,1,faces,A,female,EX,I,101,J08,420.123046875,0.0,0.0,0.0
0,0.0,0,19112,1.85546875,0.173828125,5.0,15,81,8,1373.18115234375,971.459289550781,0,1,objects,small,0,1,faces,A,male,EX,F,102,J08,424.322265625,0.0,0.0,0.0
0,0.0,0,19115,2.51171875,0.169921875,7.0,3,16,11,653.1796875,788.976623535156,0,1,objects,small,0,1,faces,A,male,EX,F,102,J08,424.322265625,0.0,0.0,0.0
0,0.0,0,19119,3.982421875,0.263671875,9.0,4,21,15,754.931884765625,374.718658447266,0,1,objects,big,0,1,faces,A,male,EX,F,102,J08,424.322265625,0.0,0.0,0.0
0,0.0,0,19141,0.71484375,0.23046875,2.0,9,46,3,1097.31494140625,160.511077880859,0,1,objects,big,0,1,faces,A,male,EX,I,104,J08,432.720703125,0.0,0.0,0.0
1,0.0,0,19149,2.95703125,0.390625,5.0,7,39,11,980.243835449219,336.271484375,0,1,objects,big,0,1,faces,A,male,EX,I,104,J08,432.720703125,0.0,0.0,0.0
2,0.0,0,19151,3.85546875,0.5234375,7.0,7,39,13,945.987426757812,357.0517578125,0,1,objects,big,0,1,faces,A,male,EX,I,104,J08,432.720703125,0.0,0.0,0.0
0,0.0,0,19182,0.279296875,0.201171875,1.0,8,21,1,736.411804199219,328.07373046875,0,1,objects,small,0,1,faces,A,female,EX,F,106,J08,441.119140625,0.0,0.0,0.0
0,0.0,0,19183,0.5078125,0.31640625,2.0,5,11,2,634.3583984375,197.089431762695,0,1,objects,small,0,1,faces,A,female,EX,F,106,J08,441.119140625,0.0,0.0,0.0
0,0.0,0,19189,2.046875,0.30859375,5.0,14,70,8,1265.69799804688,738.414855957031,0,1,objects,big,0,1,faces,A,female,EX,F,106,J08,441.119140625,0.0,0.0,0.0
0,1.0,0,19306,0.447265625,0.236328125,1.0,11,68,2,1246.58483886719,572.597961425781,0,1,objects,big,1,1,objects,P,small,VS,O,114,J08,474.712890625,1.0,1.0,1.0
0,1.0,0,19307,0.73046875,0.240234375,2.0,5,20,3,756.0458984375,242.493545532227,0,1,objects,big,1,1,objects,P,small,VS,O,114,J08,474.712890625,1.0,1.0,1.0
0,0.0,0,19415,0.564453125,0.45703125,2.0,11,47,2,1058.07592773438,224.729995727539,0,1,objects,big,0,1,objects,A,big,EX,O,120,J08,499.908203125,0.0,0.0,0.0
0,0.0,0,19416,1.05859375,0.2578125,3.0,14,67,3,1265.00146484375,431.573638916016,0,1,objects,small,0,1,objects,A,big,EX,O,120,J08,499.908203125,0.0,0.0,0.0
0,0.0,1,19423,2.708984375,0.173828125,9.0,7,36,10,810.813537597656,917.056030273438,0,1,objects,big,0,1,objects,A,big,EX,O,120,J08,499.908203125,0.0,0.0,0.0
0,0.0,1,19470,0.232421875,0.287109375,1.0,4,31,1,859.411560058594,485.225067138672,0,1,objects,small,0,1,faces,A,female,EX,F,123,J08,512.505859375,0.0,0.0,0.0
0,0.0,0,19472,0.875,0.439453125,2.0,7,35,3,903.436889648438,886.681640625,0,1,objects,big,0,1,faces,A,female,EX,F,123,J08,512.505859375,0.0,0.0,0.0
0,0.0,1,19477,2.267578125,0.318359375,5.0,15,74,8,1322.18151855469,263.397003173828,0,1,objects,small,0,1,faces,A,female,EX,F,123,J08,512.505859375,0.0,0.0,0.0
0,0.0,0,19479,2.861328125,0.294921875,6.0,14,72,10,1269.12768554688,985.047729492188,0,1,objects,big,0,1,faces,A,female,EX,F,123,J08,512.505859375,0.0,0.0,0.0
0,0.0,0,19557,1.78125,0.189453125,4.0,9,54,6,1080.99890136719,933.249328613281,0,1,objects,small,0,1,objects,A,small,EX,O,128,J08,533.501953125,0.0,0.0,0.0
0,0.0,0,19558,2.013671875,0.31640625,5.0,3,18,7,643.398071289062,933.714050292969,0,1,objects,big,0,1,objects,A,small,EX,O,128,J08,533.501953125,0.0,0.0,0.0
0,0.0,0,19561,2.97265625,0.171875,7.0,13,72,10,1240.40893554688,923.611572265625,0,1,objects,small,0,1,objects,A,small,EX,O,128,J08,533.501953125,0.0,0.0,0.0
0,0.0,0,19646,2.47265625,0.2421875,2.0,11,46,9,1075.32458496094,93.2313842773438,0,1,objects,big,0,1,faces,A,male,EX,I,133,J08,554.498046875,0.0,0.0,0.0
0,0.0,0,19650,3.6484375,0.224609375,6.0,7,18,13,646.304016113281,918.972961425781,0,1,objects,small,0,1,faces,A,male,EX,I,133,J08,554.498046875,0.0,0.0,0.0
0,0.0,0,19720,0.701171875,0.220703125,2.0,5,23,3,765.126953125,563.941040039062,0,1,objects,small,0,1,faces,A,female,EX,I,137,J08,571.294921875,0.0,0.0,0.0
0,0.0,0,19721,0.935546875,0.189453125,3.0,4,15,4,697.274658203125,667.543151855469,0,1,objects,small,0,1,faces,A,female,EX,I,137,J08,571.294921875,0.0,0.0,0.0
0,0.0,0,19729,3.1171875,0.26953125,10.0,1,8,12,578.59130859375,867.960021972656,0,1,objects,big,0,1,faces,A,female,EX,I,137,J08,571.294921875,0.0,0.0,0.0
0,0.0,0,21512,0.6953125,0.275390625,2.0,5,12,3,632.301635742188,315.143280029297,0,1,objects,small,0,1,faces,A,female,EX,F,19,J11,75.787109375,0.0,0.0,0.0
0,0.0,0,21516,1.7109375,0.248046875,4.0,9,53,7,1084.15051269531,845.8388671875,0,1,objects,big,0,1,faces,A,female,EX,F,19,J11,75.787109375,0.0,0.0,0.0
0,0.0,0,21518,2.33984375,0.509765625,6.0,12,68,9,1287.61645507812,564.006896972656,0,1,objects,small,0,1,faces,A,female,EX,F,19,J11,75.787109375,0.0,0.0,0.0
0,0.0,1,21561,0.84765625,0.248046875,2.0,1,4,3,548.54248046875,477.154327392578,0,1,objects,big,0,1,faces,A,male,EX,I,21,J11,84.185546875,0.0,0.0,0.0
0,0.0,0,21568,2.896484375,0.580078125,5.0,13,59,10,1181.95129394531,561.102905273438,0,1,objects,big,0,1,faces,A,male,EX,I,21,J11,84.185546875,0.0,0.0,0.0
0,0.0,0,21570,3.81640625,0.927734375,6.0,8,36,12,860.291381835938,939.338989257812,0,1,objects,small,0,1,faces,A,male,EX,I,21,J11,84.185546875,0.0,0.0,0.0
0,0.0,0,21680,1.169921875,0.1796875,3.0,7,23,4,765.7734375,531.103759765625,0,1,objects,big,0,1,objects,A,big,EX,O,26,J11,105.181640625,0.0,0.0,0.0
0,0.0,0,21683,1.87109375,0.302734375,4.0,8,24,7,752.978942871094,652.738708496094,0,1,objects,big,0,1,objects,A,big,EX,O,26,J11,105.181640625,0.0,0.0,0.0
0,0.0,0,21685,2.572265625,0.173828125,5.0,9,37,9,922.697448730469,136.597091674805,0,1,objects,small,0,1,objects,A,big,EX,O,26,J11,105.181640625,0.0,0.0,0.0
0,0.0,0,21934,1.248046875,0.23046875,2.0,9,60,3,1156.00939941406,642.631164550781,0,1,objects,big,0,1,faces,A,male,EX,F,37,J11,151.373046875,0.0,0.0,0.0
0,0.0,0,21936,1.75,0.3515625,4.0,8,47,5,1024.28918457031,222.756439208984,0,1,objects,small,0,1,faces,A,male,EX,F,37,J11,151.373046875,0.0,0.0,0.0
0,0.0,1,21940,3.04296875,0.154296875,7.0,4,13,9,616.434265136719,457.095031738281,0,1,objects,small,0,1,faces,A,male,EX,F,37,J11,151.373046875,0.0,0.0,0.0
1,0.0,0,22096,0.625,0.18359375,2.0,2,20,3,775.053283691406,284.043884277344,0,1,objects,small,0,1,faces,A,female,EX,I,44,J11,180.767578125,0.0,0.0,0.0
0,0.0,0,22098,1.14453125,0.2265625,3.0,7,44,5,980.876525878906,829.172790527344,0,1,objects,small,0,1,faces,A,female,EX,I,44,J11,180.767578125,0.0,0.0,0.0
0,0.0,0,22100,1.66015625,0.43359375,4.0,14,74,7,1330.63854980469,248.693771362305,0,1,objects,small,0,1,faces,A,female,EX,I,44,J11,180.767578125,0.0,0.0,0.0
2,0.0,0,22103,2.751953125,0.248046875,6.0,2,20,10,719.372985839844,242.263763427734,0,1,objects,small,0,1,faces,A,female,EX,I,44,J11,180.767578125,0.0,0.0,0.0
0,0.0,0,22168,2.369140625,0.22265625,4.0,7,36,6,865.91015625,935.945556640625,0,1,objects,small,0,1,objects,A,small,EX,O,47,J11,193.365234375,0.0,0.0,0.0
0,0.0,0,22170,2.83984375,0.1875,5.0,15,81,8,1347.79479980469,941.42822265625,0,1,objects,small,0,1,objects,A,small,EX,O,47,J11,193.365234375,0.0,0.0,0.0
1,0.0,0,22180,0.2265625,0.431640625,1.0,5,41,1,1001.74523925781,554.922485351562,0,1,objects,big,0,1,faces,A,male,EX,I,48,J11,197.564453125,0.0,0.0,0.0
1,0.0,1,22181,0.712890625,0.3046875,2.0,10,58,2,1196.69677734375,407.487213134766,0,1,objects,big,0,1,faces,A,male,EX,I,48,J11,197.564453125,0.0,0.0,0.0
0,0.0,0,22183,1.326171875,0.2734375,3.0,3,9,4,571.626953125,932.456237792969,0,1,objects,small,0,1,faces,A,male,EX,I,48,J11,197.564453125,0.0,0.0,0.0
0,0.0,0,22184,1.6484375,0.322265625,4.0,4,26,5,761.97265625,831.664672851562,0,1,objects,small,0,1,faces,A,male,EX,I,48,J11,197.564453125,0.0,0.0,0.0
2,0.0,0,22188,2.65234375,0.423828125,6.0,5,41,9,956.989318847656,535.305541992188,0,1,objects,big,0,1,faces,A,male,EX,I,48,J11,197.564453125,0.0,0.0,0.0
2,0.0,0,22192,3.953125,0.162109375,9.0,10,58,13,1151.85241699219,407.313995361328,0,1,objects,big,0,1,faces,A,male,EX,I,48,J11,197.564453125,0.0,0.0,0.0
0,0.0,0,22290,0.546875,0.265625,2.0,2,9,2,570.206481933594,907.382080078125,0,1,objects,big,0,1,faces,A,male,EX,I,53,J11,218.560546875,0.0,0.0,0.0
1,0.0,0,22292,1.17578125,0.216796875,4.0,4,30,4,901.619140625,360.04052734375,0,1,objects,small,0,1,faces,A,male,EX,I,53,J11,218.560546875,0.0,0.0,0.0
0,0.0,0,22293,1.41015625,0.404296875,5.0,5,31,5,838.239135742188,412.944091796875,0,1,objects,big,0,1,faces,A,male,EX,I,53,J11,218.560546875,0.0,0.0,0.0
2,0.0,0,22294,1.837890625,0.328125,6.0,4,30,6,849.04345703125,305.145843505859,0,1,objects,small,0,1,faces,A,male,EX,I,53,J11,218.560546875,0.0,0.0,0.0
0,0.0,0,22300,3.54296875,0.43359375,10.0,14,77,12,1364.60791015625,551.650329589844,0,1,objects,big,0,1,faces,A,male,EX,I,53,J11,218.560546875,0.0,0.0,0.0
0,0.0,0,22359,2.31640625,0.1640625,3.0,1,6,6,597.404602050781,598.719299316406,0,1,objects,small,0,1,faces,A,female,EX,I,56,J11,231.158203125,0.0,0.0,0.0
0,0.0,0,22363,3.556640625,0.34765625,6.0,11,63,10,1116.005859375,927.992431640625,0,1,objects,big,0,1,faces,A,female,EX,I,56,J11,231.158203125,0.0,0.0,0.0
0,0.0,0,22407,2.466796875,0.251953125,6.0,3,19,9,755.145446777344,114.018844604492,0,1,objects,big,0,1,faces,A,female,EX,F,58,J11,239.556640625,0.0,0.0,0.0
0,1.0,0,22449,0.556640625,0.232421875,2.0,13,66,3,1237.79418945312,314.135803222656,0,1,objects,small,1,1,objects,P,small,VS,O,60,J11,247.955078125,1.0,1.0,1.0
0,1.0,0,22452,1.341796875,0.23046875,4.0,7,26,6,722.158630371094,825.550720214844,0,1,objects,big,1,1,objects,P,small,VS,O,60,J11,247.955078125,1.0,1.0,1.0
0,1.0,0,22467,1.392578125,0.1484375,3.0,8,44,6,942.064636230469,850.088134765625,0,1,objects,small,1,1,objects,P,big,VS,O,61,J11,252.154296875,1.0,1.0,1.0
0,0.0,0,22568,0.5546875,0.501953125,2.0,3,8,2,554.898620605469,821.756286621094,0,1,objects,small,0,1,faces,A,male,EX,F,66,J11,273.150390625,0.0,0.0,0.0
0,0.0,0,22570,1.40234375,0.265625,4.0,13,69,4,1254.38940429688,666.842529296875,0,1,objects,big,0,1,faces,A,male,EX,F,66,J11,273.150390625,0.0,0.0,0.0
0,0.0,0,22572,2.146484375,0.25390625,5.0,2,3,6,535.408630371094,327.418670654297,0,1,objects,small,0,1,faces,A,male,EX,F,66,J11,273.150390625,0.0,0.0,0.0
0,1.0,0,22589,0.57421875,0.16796875,2.0,15,77,2,1328.88842773438,559.135559082031,0,1,objects,big,1,1,objects,P,big,VS,O,67,J11,277.349609375,1.0,1.0,1.0
0,0.0,0,22661,2.2734375,0.203125,4.0,2,18,6,674.6259765625,919.843322753906,0,1,objects,big,0,1,objects,A,big,EX,O,70,J11,289.947265625,0.0,0.0,0.0
0,0.0,1,22662,2.52734375,0.193359375,5.0,8,44,7,948.884216308594,859.676635742188,0,1,objects,small,0,1,objects,A,big,EX,O,70,J11,289.947265625,0.0,0.0,0.0
0,0.0,0,22664,3.005859375,0.279296875,6.0,15,79,9,1369.69323730469,761.763122558594,0,1,objects,small,0,1,objects,A,big,EX,O,70,J11,289.947265625,0.0,0.0,0.0
0,0.0,0,22666,3.66796875,0.43359375,8.0,13,73,11,1321.52648925781,107.985511779785,0,1,objects,big,0,1,objects,A,big,EX,O,70,J11,289.947265625,0.0,0.0,0.0
0,0.0,0,22698,0.607421875,0.341796875,2.0,8,30,3,822.849548339844,334.452880859375,0,1,objects,small,0,1,objects,A,small,EX,O,72,J11,298.345703125,0.0,0.0,0.0
