refix,pretarget,multifix,urevent,tonset,dur_added,rank,stposrel,stposabs,n,x,y,istarget,isdistractor,distractor_cat,ditractor_atr,trial_targetseen,trial_correct,trial_cat,trial_resp,trial_atr,trial_type,trial_cattype,trial_number,trial_subject,trial_bgn_latency,VSNT_EX,VSNT_EX_correct,VSeasy_EXobj_correct
0,0.0,0,18201,0.544921875,0.1953125,2.0,6,22,2,772.934387207031,435.7822265625,0,1,objects,small,0,1,objects,A,big,EX,O,58,J08,239.556640625,0.0,0.0,0.0
0,0.0,0,18205,1.724609375,0.41015625,5.0,15,72,6,1236.11804199219,989.090148925781,0,1,objects,big,0,1,objects,A,big,EX,O,58,J08,239.556640625,0.0,0.0,0.0
0,0.0,0,18207,2.37109375,0.16015625,6.0,14,64,8,1274.5380859375,143.722900390625,0,1,objects,big,0,1,objects,A,big,EX,O,58,J08,239.556640625,0.0,0.0,0.0
1,0.0,0,18226,0.509765625,0.1640625,1.0,7,39,3,933.615905761719,324.649017333984,0,1,objects,small,0,1,objects,A,small,EX,O,59,J08,243.755859375,0.0,0.0,0.0
0,0.0,0,18228,0.955078125,0.306640625,3.0,10,56,5,1185.73217773438,268.520874023438,0,1,objects,small,0,1,objects,A,small,EX,O,59,J08,243.755859375,0.0,0.0,0.0
2,0.0,0,18237,3.587890625,0.275390625,10.0,7,39,14,949.961242675781,372.344879150391,0,1,objects,small,0,1,objects,A,small,EX,O,59,J08,243.755859375,0.0,0.0,0.0
0,0.0,0,18265,0.396484375,0.228515625,1.0,6,22,2,727.386596679688,473.058197021484,0,1,objects,small,0,1,faces,A,male,EX,I,61,J08,252.154296875,0.0,0.0,0.0
0,1.0,0,18329,2.037109375,0.197265625,4.0,7,34,9,814.387817382812,722.423828125,0,1,objects,small,1,1,faces,P,female,VS,I,64,J08,264.751953125,1.0,1.0,1.0
0,1.0,0,18360,2.232421875,0.205078125,4.0,8,40,8,935.30224609375,452.554382324219,0,1,objects,big,1,1,faces,P,female,VS,F,66,J08,273.150390625,1.0,1.0,1.0
0,1.0,0,18361,2.498046875,0.32421875,5.0,11,58,9,1190.08447265625,434.136138916016,0,1,objects,big,1,1,faces,P,female,VS,F,66,J08,273.150390625,1.0,1.0,1.0
0,1.0,0,18389,1.583984375,0.259765625,3.0,6,33,6,866.5673828125,672.81591796875,0,1,objects,small,1,1,faces,P,male,VS,F,68,J08,281.548828125,1.0,1.0,1.0
1,0.0,0,18566,0.431640625,0.18359375,1.0,5,32,2,834.503479003906,491.763885498047,0,1,objects,small,0,1,faces,A,female,EX,I,73,J08,302.544921875,0.0,0.0,0.0
0,0.0,0,18567,0.646484375,0.224609375,2.0,4,21,3,740.775085449219,295.479644775391,0,1,objects,small,0,1,faces,A,female,EX,I,73,J08,302.544921875,0.0,0.0,0.0
2,0.0,0,18575,2.98828125,1.02734375,8.0,5,32,11,894.819396972656,507.426391601562,0,1,objects,small,0,1,faces,A,female,EX,I,73,J08,302.544921875,0.0,0.0,0.0
0,0.0,0,18627,0.216796875,0.234375,1.0,6,32,1,813.334106445312,504.805084228516,0,1,objects,big,0,1,faces,A,male,EX,I,76,J08,315.142578125,0.0,0.0,0.0
0,0.0,0,18639,3.427734375,0.16796875,4.0,11,64,13,1214.44653320312,120.336334228516,0,1,objects,small,0,1,faces,A,male,EX,I,76,J08,315.142578125,0.0,0.0,0.0
0,0.0,0,18764,0.96875,0.23828125,3.0,10,69,3,1256.64392089844,615.689758300781,0,1,objects,big,0,1,faces,A,male,EX,F,84,J08,348.736328125,0.0,0.0,0.0
0,0.0,0,18877,1.40234375,0.224609375,2.0,3,14,5,620.95361328125,560.936950683594,0,1,objects,big,0,1,objects,A,big,EX,O,89,J08,369.732421875,0.0,0.0,0.0
1,0.0,0,18878,1.6484375,0.177734375,3.0,7,34,6,833.744567871094,706.210693359375,0,1,objects,small,0,1,objects,A,big,EX,O,89,J08,369.732421875,0.0,0.0,0.0
2,0.0,0,18881,2.322265625,0.197265625,6.0,7,34,9,880.968505859375,783.8466796875,0,1,objects,small,0,1,objects,A,big,EX,O,89,J08,369.732421875,0.0,0.0,0.0
0,0.0,0,18885,3.5234375,0.419921875,9.0,13,64,13,1213.15087890625,179.715911865234,0,1,objects,big,0,1,objects,A,big,EX,O,89,J08,369.732421875,0.0,0.0,0.0
0,1.0,1,18907,3.03515625,0.158203125,6.0,6,17,13,650.34228515625,889.027770996094,0,1,objects,small,1,1,faces,P,male,VS,I,90,J08,373.931640625,1.0,1.0,1.0
0,0.0,0,18928,0.287109375,0.390625,1.0,8,32,1,819.283264160156,510.747467041016,0,1,objects,small,0,1,faces,A,female,EX,F,92,J08,382.330078125,0.0,0.0,0.0
0,0.0,0,18929,0.720703125,0.46875,2.0,7,29,2,880.988037109375,224.607192993164,0,1,objects,small,0,1,faces,A,female,EX,F,92,J08,382.330078125,0.0,0.0,0.0
0,0.0,0,18938,3.5546875,0.220703125,6.0,14,65,11,1237.744140625,216.890731811523,0,1,objects,big,0,1,faces,A,female,EX,F,92,J08,382.330078125,0.0,0.0,0.0
0,0.0,0,18972,0.66015625,0.36328125,1.0,6,28,3,836.485107421875,130.535034179688,0,1,objects,big,0,1,objects,A,small,EX,O,94,J08,390.728515625,0.0,0.0,0.0
0,0.0,0,18980,2.75390625,0.333984375,6.0,3,8,11,535.682006835938,804.079040527344,0,1,objects,small,0,1,objects,A,small,EX,O,94,J08,390.728515625,0.0,0.0,0.0
1,0.0,0,19083,0.232421875,0.146484375,1.0,7,31,1,908.816589355469,432.179168701172,0,1,objects,small,0,1,faces,A,female,EX,I,101,J08,420.123046875,0.0,0.0,0.0
2,0.0,1,19085,0.5859375,0.181640625,2.0,7,31,3,844.114013671875,442.748474121094,0,1,objects,small,0,1,faces,A,female,EX,I,101,J08,420.123046875,0.0,0.0,0.0
0,0.0,0,19112,1.85546875,0.173828125,5.0,15,81,8,1373.18115234375,971.459289550781,0,1,objects,small,0,1,faces,A,male,EX,F,102,J08,424.322265625,0.0,0.0,0.0
0,0.0,0,19115,2.51171875,0.169921875,7.0,3,16,11,653.1796875,788.976623535156,0,1,objects,small,0,1,faces,A,male,EX,F,102,J08,424.322265625,0.0,0.0,0.0
0,0.0,0,19119,3.982421875,0.263671875,9.0,4,21,15,754.931884765625,374.718658447266,0,1,objects,big,0,1,faces,A,male,EX,F,102,J08,424.322265625,0.0,0.0,0.0
0,0.0,0,19141,0.71484375,0.23046875,2.0,9,46,3,1097.31494140625,160.511077880859,0,1,objects,big,0,1,faces,A,male,EX,I,104,J08,432.720703125,0.0,0.0,0.0
1,0.0,0,19149,2.95703125,0.390625,5.0,7,39,11,980.243835449219,336.271484375,0,1,objects,big,0,1,faces,A,male,EX,I,104,J08,432.720703125,0.0,0.0,0.0
2,0.0,0,19151,3.85546875,0.5234375,7.0,7,39,13,945.987426757812,357.0517578125,0,1,objects,big,0,1,faces,A,male,EX,I,104,J08,432.720703125,0.0,0.0,0.0
0,0.0,0,19182,0.279296875,0.201171875,1.0,8,21,1,736.411804199219,328.07373046875,0,1,objects,small,0,1,faces,A,female,EX,F,106,J08,441.119140625,0.0,0.0,0.0
0,0.0,0,19183,0.5078125,0.31640625,2.0,5,11,2,634.3583984375,197.089431762695,0,1,objects,small,0,1,faces,A,female,EX,F,106,J08,441.119140625,0.0,0.0,0.0
0,0.0,0,19189,2.046875,0.30859375,5.0,14,70,8,1265.69799804688,738.414855957031,0,1,objects,big,0,1,faces,A,female,EX,F,106,J08,441.119140625,0.0,0.0,0.0
0,1.0,0,19248,0.2109375,0.169921875,1.0,11,47,1,1073.36999511719,226.699279785156,0,1,objects,small,1,1,faces,P,male,VS,F,110,J08,457.916015625,1.0,1.0,1.0
0,0.0,0,19415,0.564453125,0.45703125,2.0,11,47,2,1058.07592773438,224.729995727539,0,1,objects,big,0,1,objects,A,big,EX,O,120,J08,499.908203125,0.0,0.0,0.0
0,0.0,0,19416,1.05859375,0.2578125,3.0,14,67,3,1265.00146484375,431.573638916016,0,1,objects,small,0,1,objects,A,big,EX,O,120,J08,499.908203125,0.0,0.0,0.0
0,0.0,1,19423,2.708984375,0.173828125,9.0,7,36,10,810.813537597656,917.056030273438,0,1,objects,big,0,1,objects,A,big,EX,O,120,J08,499.908203125,0.0,0.0,0.0
0,0.0,1,19470,0.232421875,0.287109375,1.0,4,31,1,859.411560058594,485.225067138672,0,1,objects,small,0,1,faces,A,female,EX,F,123,J08,512.505859375,0.0,0.0,0.0
0,0.0,0,19472,0.875,0.439453125,2.0,7,35,3,903.436889648438,886.681640625,0,1,objects,big,0,1,faces,A,female,EX,F,123,J08,512.505859375,0.0,0.0,0.0
0,0.0,1,19477,2.267578125,0.318359375,5.0,15,74,8,1322.18151855469,263.397003173828,0,1,objects,small,0,1,faces,A,female,EX,F,123,J08,512.505859375,0.0,0.0,0.0
0,0.0,0,19479,2.861328125,0.294921875,6.0,14,72,10,1269.12768554688,985.047729492188,0,1,objects,big,0,1,faces,A,female,EX,F,123,J08,512.505859375,0.0,0.0,0.0
0,1.0,0,19491,0.265625,0.189453125,1.0,8,49,1,1070.10571289062,413.110992431641,0,1,objects,small,1,1,faces,P,female,VS,I,124,J08,516.705078125,1.0,1.0,1.0
0,0.0,0,19557,1.78125,0.189453125,4.0,9,54,6,1080.99890136719,933.249328613281,0,1,objects,small,0,1,objects,A,small,EX,O,128,J08,533.501953125,0.0,0.0,0.0
0,0.0,0,19558,2.013671875,0.31640625,5.0,3,18,7,643.398071289062,933.714050292969,0,1,objects,big,0,1,objects,A,small,EX,O,128,J08,533.501953125,0.0,0.0,0.0
0,0.0,0,19561,2.97265625,0.171875,7.0,13,72,10,1240.40893554688,923.611572265625,0,1,objects,small,0,1,objects,A,small,EX,O,128,J08,533.501953125,0.0,0.0,0.0
0,0.0,0,19646,2.47265625,0.2421875,2.0,11,46,9,1075.32458496094,93.2313842773438,0,1,objects,big,0,1,faces,A,male,EX,I,133,J08,554.498046875,0.0,0.0,0.0
0,0.0,0,19650,3.6484375,0.224609375,6.0,7,18,13,646.304016113281,918.972961425781,0,1,objects,small,0,1,faces,A,male,EX,I,133,J08,554.498046875,0.0,0.0,0.0
0,0.0,0,19720,0.701171875,0.220703125,2.0,5,23,3,765.126953125,563.941040039062,0,1,objects,small,0,1,faces,A,female,EX,I,137,J08,571.294921875,0.0,0.0,0.0
0,0.0,0,19721,0.935546875,0.189453125,3.0,4,15,4,697.274658203125,667.543151855469,0,1,objects,small,0,1,faces,A,female,EX,I,137,J08,571.294921875,0.0,0.0,0.0
0,0.0,0,19729,3.1171875,0.26953125,10.0,1,8,12,578.59130859375,867.960021972656,0,1,objects,big,0,1,faces,A,female,EX,I,137,J08,571.294921875,0.0,0.0,0.0
0,1.0,0,21225,0.2578125,0.13671875,1.0,3,23,1,794.958984375,559.6201171875,0,1,objects,big,1,1,faces,P,female,VS,I,8,J11,29.595703125,1.0,1.0,1.0
0,1.0,0,21227,0.685546875,0.1640625,3.0,4,29,3,907.981384277344,223.697662353516,0,1,objects,small,1,1,faces,P,female,VS,I,8,J11,29.595703125,1.0,1.0,1.0
0,0.0,0,21512,0.6953125,0.275390625,2.0,5,12,3,632.301635742188,315.143280029297,0,1,objects,small,0,1,faces,A,female,EX,F,19,J11,75.787109375,0.0,0.0,0.0
0,0.0,0,21516,1.7109375,0.248046875,4.0,9,53,7,1084.15051269531,845.8388671875,0,1,objects,big,0,1,faces,A,female,EX,F,19,J11,75.787109375,0.0,0.0,0.0
0,0.0,0,21518,2.33984375,0.509765625,6.0,12,68,9,1287.61645507812,564.006896972656,0,1,objects,small,0,1,faces,A,female,EX,F,19,J11,75.787109375,0.0,0.0,0.0
0,0.0,1,21561,0.84765625,0.248046875,2.0,1,4,3,548.54248046875,477.154327392578,0,1,objects,big,0,1,faces,A,male,EX,I,21,J11,84.185546875,0.0,0.0,0.0
0,0.0,0,21568,2.896484375,0.580078125,5.0,13,59,10,1181.95129394531,561.102905273438,0,1,objects,big,0,1,faces,A,male,EX,I,21,J11,84.185546875,0.0,0.0,0.0
0,0.0,0,21570,3.81640625,0.927734375,6.0,8,36,12,860.291381835938,939.338989257812,0,1,objects,small,0,1,faces,A,male,EX,I,21,J11,84.185546875,0.0,0.0,0.0
0,0.0,0,21680,1.169921875,0.1796875,3.0,7,23,4,765.7734375,531.103759765625,0,1,objects,big,0,1,objects,A,big,EX,O,26,J11,105.181640625,0.0,0.0,0.0
0,0.0,0,21683,1.87109375,0.302734375,4.0,8,24,7,752.978942871094,652.738708496094,0,1,objects,big,0,1,objects,A,big,EX,O,26,J11,105.181640625,0.0,0.0,0.0
0,0.0,0,21685,2.572265625,0.173828125,5.0,9,37,9,922.697448730469,136.597091674805,0,1,objects,small,0,1,objects,A,big,EX,O,26,J11,105.181640625,0.0,0.0,0.0
0,0.0,0,21934,1.248046875,0.23046875,2.0,9,60,3,1156.00939941406,642.631164550781,0,1,objects,big,0,1,faces,A,male,EX,F,37,J11,151.373046875,0.0,0.0,0.0
0,0.0,0,21936,1.75,0.3515625,4.0,8,47,5,1024.28918457031,222.756439208984,0,1,objects,small,0,1,faces,A,male,EX,F,37,J11,151.373046875,0.0,0.0,0.0
0,0.0,1,21940,3.04296875,0.154296875,7.0,4,13,9,616.434265136719,457.095031738281,0,1,objects,small,0,1,faces,A,male,EX,F,37,J11,151.373046875,0.0,0.0,0.0
1,0.0,0,22096,0.625,0.18359375,2.0,2,20,3,775.053283691406,284.043884277344,0,1,objects,small,0,1,faces,A,female,EX,I,44,J11,180.767578125,0.0,0.0,0.0
0,0.0,0,22098,1.14453125,0.2265625,3.0,7,44,5,980.876525878906,829.172790527344,0,1,objects,small,0,1,faces,A,female,EX,I,44,J11,180.767578125,0.0,0.0,0.0
0,0.0,0,22100,1.66015625,0.43359375,4.0,14,74,7,1330.63854980469,248.693771362305,0,1,objects,small,0,1,faces,A,female,EX,I,44,J11,180.767578125,0.0,0.0,0.0
2,0.0,0,22103,2.751953125,0.248046875,6.0,2,20,10,719.372985839844,242.263763427734,0,1,objects,small,0,1,faces,A,female,EX,I,44,J11,180.767578125,0.0,0.0,0.0
0,0.0,0,22168,2.369140625,0.22265625,4.0,7,36,6,865.91015625,935.945556640625,0,1,objects,small,0,1,objects,A,small,EX,O,47,J11,193.365234375,0.0,0.0,0.0
0,0.0,0,22170,2.83984375,0.1875,5.0,15,81,8,1347.79479980469,941.42822265625,0,1,objects,small,0,1,objects,A,small,EX,O,47,J11,193.365234375,0.0,0.0,0.0
1,0.0,0,22180,0.2265625,0.431640625,1.0,5,41,1,1001.74523925781,554.922485351562,0,1,objects,big,0,1,faces,A,male,EX,I,48,J11,197.564453125,0.0,0.0,0.0
1,0.0,1,22181,0.712890625,0.3046875,2.0,10,58,2,1196.69677734375,407.487213134766,0,1,objects,big,0,1,faces,A,male,EX,I,48,J11,197.564453125,0.0,0.0,0.0
0,0.0,0,22183,1.326171875,0.2734375,3.0,3,9,4,571.626953125,932.456237792969,0,1,objects,small,0,1,faces,A,male,EX,I,48,J11,197.564453125,0.0,0.0,0.0
0,0.0,0,22184,1.6484375,0.322265625,4.0,4,26,5,761.97265625,831.664672851562,0,1,objects,small,0,1,faces,A,male,EX,I,48,J11,197.564453125,0.0,0.0,0.0
2,0.0,0,22188,2.65234375,0.423828125,6.0,5,41,9,956.989318847656,535.305541992188,0,1,objects,big,0,1,faces,A,male,EX,I,48,J11,197.564453125,0.0,0.0,0.0
2,0.0,0,22192,3.953125,0.162109375,9.0,10,58,13,1151.85241699219,407.313995361328,0,1,objects,big,0,1,faces,A,male,EX,I,48,J11,197.564453125,0.0,0.0,0.0
0,0.0,0,22290,0.546875,0.265625,2.0,2,9,2,570.206481933594,907.382080078125,0,1,objects,big,0,1,faces,A,male,EX,I,53,J11,218.560546875,0.0,0.0,0.0
1,0.0,0,22292,1.17578125,0.216796875,4.0,4,30,4,901.619140625,360.04052734375,0,1,objects,small,0,1,faces,A,male,EX,I,53,J11,218.560546875,0.0,0.0,0.0
0,0.0,0,22293,1.41015625,0.404296875,5.0,5,31,5,838.239135742188,412.944091796875,0,1,objects,big,0,1,faces,A,male,EX,I,53,J11,218.560546875,0.0,0.0,0.0
2,0.0,0,22294,1.837890625,0.328125,6.0,4,30,6,849.04345703125,305.145843505859,0,1,objects,small,0,1,faces,A,male,EX,I,53,J11,218.560546875,0.0,0.0,0.0
0,0.0,0,22300,3.54296875,0.43359375,10.0,14,77,12,1364.60791015625,551.650329589844,0,1,objects,big,0,1,faces,A,male,EX,I,53,J11,218.560546875,0.0,0.0,0.0
0,0.0,0,22359,2.31640625,0.1640625,3.0,1,6,6,597.404602050781,598.719299316406,0,1,objects,small,0,1,faces,A,female,EX,I,56,J11,231.158203125,0.0,0.0,0.0
0,0.0,0,22363,3.556640625,0.34765625,6.0,11,63,10,1116.005859375,927.992431640625,0,1,objects,big,0,1,faces,A,female,EX,I,56,J11,231.158203125,0.0,0.0,0.0
0,0.0,0,22407,2.466796875,0.251953125,6.0,3,19,9,755.145446777344,114.018844604492,0,1,objects,big,0,1,faces,A,female,EX,F,58,J11,239.556640625,0.0,0.0,0.0
0,1.0,0,22479,0.607421875,0.248046875,2.0,11,71,2,1272.91479492188,796.6279296875,0,1,objects,small,1,1,faces,P,female,VS,F,62,J11,256.353515625,1.0,1.0,1.0
0,0.0,0,22568,0.5546875,0.501953125,2.0,3,8,2,554.898620605469,821.756286621094,0,1,objects,small,0,1,faces,A,male,EX,F,66,J11,273.150390625,0.0,0.0,0.0
0,0.0,0,22570,1.40234375,0.265625,4.0,13,69,4,1254.38940429688,666.842529296875,0,1,objects,big,0,1,faces,A,male,EX,F,66,J11,273.150390625,0.0,0.0,0.0
0,0.0,0,22572,2.146484375,0.25390625,5.0,2,3,6,535.408630371094,327.418670654297,0,1,objects,small,0,1,faces,A,male,EX,F,66,J11,273.150390625,0.0,0.0,0.0
0,0.0,0,22661,2.2734375,0.203125,4.0,2,18,6,674.6259765625,919.843322753906,0,1,objects,big,0,1,objects,A,big,EX,O,70,J11,289.947265625,0.0,0.0,0.0
0,0.0,1,22662,2.52734375,0.193359375,5.0,8,44,7,948.884216308594,859.676635742188,0,1,objects,small,0,1,objects,A,big,EX,O,70,J11,289.947265625,0.0,0.0,0.0
0,0.0,0,22664,3.005859375,0.279296875,6.0,15,79,9,1369.69323730469,761.763122558594,0,1,objects,small,0,1,objects,A,big,EX,O,70,J11,289.947265625,0.0,0.0,0.0
0,0.0,0,22666,3.66796875,0.43359375,8.0,13,73,11,1321.52648925781,107.985511779785,0,1,objects,big,0,1,objects,A,big,EX,O,70,J11,289.947265625,0.0,0.0,0.0
0,0.0,0,22698,0.607421875,0.341796875,2.0,8,30,3,822.849548339844,334.452880859375,0,1,objects,small,0,1,objects,A,small,EX,O,72,J11,298.345703125,0.0,0.0,0.0
0,0.0,0,22708,3.625,0.275390625,9.0,9,37,13,913.178771972656,112.737945556641,0,1,objects,small,0,1,objects,A,small,EX,O,72,J11,298.345703125,0.0,0.0,0.0
0,0.0,0,22709,3.955078125,0.13671875,10.0,1,1,14,554.333984375,96.7936935424805,0,1,objects,big,0,1,objects,A,small,EX,O,72,J11,298.345703125,0.0,0.0,0.0
0,0.0,0,22915,0.705078125,0.310546875,2.0,9,49,3,1095.85388183594,445.021575927734,0,1,objects,small,0,1,faces,A,female,EX,I,74,J11,306.744140625,0.0,0.0,0.0
1,0.0,0,22916,1.044921875,0.3046875,3.0,13,58,4,1164.94519042969,453.105865478516,0,1,objects,big,0,1,faces,A,female,EX,I,74,J11,306.744140625,0.0,0.0,0.0
0,0.0,0,22918,1.6796875,0.21875,5.0,10,53,6,1068.10192871094,845.902221679688,0,1,objects,small,0,1,faces,A,female,EX,I,74,J11,306.744140625,0.0,0.0,0.0
0,0.0,0,22920,2.14453125,0.248046875,7.0,14,68,8,1258.00158691406,538.475524902344,0,1,objects,small,0,1,faces,A,female,EX,I,74,J11,306.744140625,0.0,0.0,0.0
2,0.0,1,22925,3.443359375,0.166015625,10.0,13,58,13,1149.24243164062,403.061676025391,0,1,objects,big,0,1,faces,A,female,EX,I,74,J11,306.744140625,0.0,0.0,0.0
0,0.0,0,22935,0.5078125,0.28125,1.0,8,60,2,1174.14916992188,661.940246582031,0,1,objects,big,0,1,faces,A,male,EX,F,75,J11,310.943359375,0.0,0.0,0.0
0,0.0,0,22943,3.166015625,0.2109375,7.0,7,48,10,1022.96411132812,328.147857666016,0,1,objects,big,0,1,faces,A,male,EX,F,75,J11,310.943359375,0.0,0.0,0.0
0,0.0,0,22944,3.412109375,0.16015625,8.0,6,46,11,1011.38537597656,188.496765136719,0,1,objects,small,0,1,faces,A,male,EX,F,75,J11,310.943359375,0.0,0.0,0.0
0,1.0,0,22954,0.916015625,0.2265625,2.0,7,38,3,958.618957519531,243.657485961914,0,1,objects,big,1,1,faces,P,female,VS,F,76,J11,315.142578125,1.0,1.0,1.0
0,0.0,1,23158,0.224609375,0.1640625,1.0,8,38,1,976.777648925781,224.536804199219,0,1,objects,big,0,1,faces,A,male,EX,I,86,J11,357.134765625,0.0,0.0,0.0
1,0.0,0,23161,1.611328125,0.33984375,3.0,10,50,4,1021.61340332031,536.359802246094,0,1,objects,small,0,1,faces,A,male,EX,I,86,J11,357.134765625,0.0,0.0,0.0
2,0.0,0,23163,2.341796875,0.625,5.0,10,50,6,1076.84301757812,535.17919921875,0,1,objects,small,0,1,faces,A,male,EX,I,86,J11,357.134765625,0.0,0.0,0.0
0,0.0,1,23303,0.298828125,0.23828125,1.0,9,60,1,1161.41650390625,678.488708496094,0,1,objects,big,0,1,objects,A,small,EX,O,93,J11,386.529296875,0.0,0.0,0.0
0,0.0,0,23306,0.994140625,0.224609375,2.0,3,21,4,762.0732421875,357.888275146484,0,1,objects,big,0,1,objects,A,small,EX,O,93,J11,386.529296875,0.0,0.0,0.0
0,0.0,0,23307,1.26953125,0.720703125,3.0,1,3,5,551.060974121094,336.79248046875,0,1,objects,small,0,1,objects,A,small,EX,O,93,J11,386.529296875,0.0,0.0,0.0
0,0.0,0,23308,2.04296875,0.2265625,4.0,2,14,6,652.950927734375,567.165344238281,0,1,objects,small,0,1,objects,A,small,EX,O,93,J11,386.529296875,0.0,0.0,0.0
0,0.0,0,23314,3.380859375,0.29296875,7.0,8,53,12,1061.69885253906,852.251220703125,0,1,objects,small,0,1,objects,A,small,EX,O,93,J11,386.529296875,0.0,0.0,0.0
0,0.0,1,23341,0.31640625,0.193359375,1.0,10,49,1,1074.10192871094,477.785552978516,0,1,objects,small,0,1,faces,A,female,EX,F,95,J11,394.927734375,0.0,0.0,0.0
0,0.0,0,23343,1.109375,0.357421875,2.0,9,48,3,1069.91369628906,352.110931396484,0,1,objects,big,0,1,faces,A,female,EX,F,95,J11,394.927734375,0.0,0.0,0.0
0,0.0,0,23365,1.7890625,0.208984375,3.0,5,27,6,775.484375,933.780395507812,0,1,objects,big,0,1,objects,A,big,EX,O,96,J11,399.126953125,0.0,0.0,0.0
0,0.0,0,23367,2.2578125,0.2734375,5.0,12,53,8,1105.31481933594,829.902587890625,0,1,objects,big,0,1,objects,A,big,EX,O,96,J11,399.126953125,0.0,0.0,0.0
0,0.0,1,23620,0.337890625,0.166015625,1.0,3,22,2,725.053161621094,456.860198974609,0,1,objects,big,0,1,faces,A,female,EX,F,109,J11,453.716796875,0.0,0.0,0.0
0,0.0,1,23622,1.548828125,0.16796875,2.0,7,51,4,1052.66967773438,684.007019042969,0,1,objects,small,0,1,faces,A,female,EX,F,109,J11,453.716796875,0.0,0.0,0.0
0,0.0,0,23627,3.494140625,0.431640625,6.0,14,79,9,1374.95861816406,751.202331542969,0,1,objects,small,0,1,faces,A,female,EX,F,109,J11,453.716796875,0.0,0.0,0.0
0,0.0,1,23634,0.431640625,0.203125,1.0,7,23,2,775.236389160156,543.984252929688,0,1,objects,big,0,1,objects,A,small,EX,O,110,J11,457.916015625,0.0,0.0,0.0
0,0.0,0,23636,1.2421875,0.552734375,2.0,12,60,4,1166.82507324219,626.019958496094,0,1,objects,small,0,1,objects,A,small,EX,O,110,J11,457.916015625,0.0,0.0,0.0
0,0.0,1,23639,2.248046875,0.22265625,4.0,2,6,7,572.20654296875,629.822998046875,0,1,objects,big,0,1,objects,A,small,EX,O,110,J11,457.916015625,0.0,0.0,0.0
0,0.0,1,23642,3.005859375,0.259765625,6.0,9,30,10,870.868347167969,325.970764160156,0,1,objects,small,0,1,objects,A,small,EX,O,110,J11,457.916015625,0.0,0.0,0.0
1,0.0,1,23653,0.638671875,0.341796875,2.0,7,32,2,856.92822265625,537.680908203125,0,1,objects,small,0,1,faces,A,male,EX,F,111,J11,462.115234375,0.0,0.0,0.0
0,0.0,0,23655,1.244140625,0.232421875,3.0,5,24,4,777.333923339844,618.742858886719,0,1,objects,small,0,1,faces,A,male,EX,F,111,J11,462.115234375,0.0,0.0,0.0
2,0.0,0,23656,1.5078125,0.423828125,4.0,7,32,5,849.336547851562,542.386657714844,0,1,objects,small,0,1,faces,A,male,EX,F,111,J11,462.115234375,0.0,0.0,0.0
0,0.0,0,23658,2.140625,0.55078125,5.0,13,56,7,1149.80798339844,205.236633300781,0,1,objects,big,0,1,faces,A,male,EX,F,111,J11,462.115234375,0.0,0.0,0.0
0,1.0,1,23674,1.021484375,0.23828125,3.0,11,64,5,1292.00439453125,153.806106567383,0,1,objects,small,1,1,faces,P,male,VS,F,112,J11,466.314453125,1.0,1.0,1.0
0,0.0,1,23704,1.8359375,0.287109375,5.0,14,78,7,1388.115234375,677.482116699219,0,1,objects,big,0,1,objects,A,big,EX,O,114,J11,474.712890625,0.0,0.0,0.0
0,0.0,1,23709,3.166015625,0.2109375,8.0,4,19,12,772.130493164062,106.426666259766,0,1,objects,big,0,1,objects,A,big,EX,O,114,J11,474.712890625,0.0,0.0,0.0
0,0.0,0,23723,1.1640625,0.46484375,3.0,9,43,4,982.200744628906,738.905029296875,0,1,objects,small,0,1,faces,A,male,EX,I,115,J11,478.912109375,0.0,0.0,0.0
0,0.0,1,23724,1.681640625,0.19140625,4.0,15,62,5,1183.64379882812,870.031433105469,0,1,objects,small,0,1,faces,A,male,EX,I,115,J11,478.912109375,0.0,0.0,0.0
0,0.0,0,23728,3.25390625,0.326171875,7.0,8,37,9,932.029846191406,121.021949768066,0,1,objects,small,0,1,faces,A,male,EX,I,115,J11,478.912109375,0.0,0.0,0.0
0,0.0,0,23819,0.67578125,0.30078125,2.0,7,39,3,929.756713867188,360.383697509766,0,1,objects,small,0,1,faces,A,female,EX,I,120,J11,499.908203125,0.0,0.0,0.0
0,0.0,0,23821,1.310546875,0.310546875,4.0,14,76,5,1359.36584472656,472.511749267578,0,1,objects,big,0,1,faces,A,female,EX,I,120,J11,499.908203125,0.0,0.0,0.0
0,0.0,0,23822,1.654296875,0.41796875,5.0,15,77,6,1362.93701171875,583.681579589844,0,1,objects,big,0,1,faces,A,female,EX,I,120,J11,499.908203125,0.0,0.0,0.0
0,0.0,1,23823,2.123046875,0.25390625,6.0,12,70,7,1244.20959472656,777.213256835938,0,1,objects,big,0,1,faces,A,female,EX,I,120,J11,499.908203125,0.0,0.0,0.0
0,1.0,0,23883,1.3984375,0.15625,4.0,6,41,6,942.594909667969,561.507690429688,0,1,objects,big,1,1,faces,P,male,VS,F,123,J11,512.505859375,1.0,1.0,1.0
0,1.0,0,23885,1.775390625,0.212890625,6.0,1,12,8,686.720947265625,322.1708984375,0,1,objects,big,1,1,faces,P,male,VS,F,123,J11,512.505859375,1.0,1.0,1.0
0,1.0,0,23903,1.07421875,0.21484375,3.0,15,76,4,1340.50866699219,486.125610351562,0,1,objects,big,1,1,faces,P,male,VS,F,124,J11,516.705078125,1.0,1.0,1.0
